indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2003,39876.0670174166,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2002,39879.729549151,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2001,39568.5528464544,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2000,37298.5450602035,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2023,40303.8343457308,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2022,39380.2517863094,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2021,37732.5554954853,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2020,35484.2507903109,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2019,36635.4834578388,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2018,35067.2105924325,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2017,32851.0097498646,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2016,30187.6537168467,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2015,29180.4340140103,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2014,28154.7373884737,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2013,26940.5985776056,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2012,26766.1309758768,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2011,26149.4534700942,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2010,24901.6720895611,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2009,25760.3556553393,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2008,27038.2619456531,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2007,24327.1891652186,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2006,22353.4574991802,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2005,20569.9074968796,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2004,19531.5133935014,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2003,17586.5922461312,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2002,17060.7850204424,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2001,15847.519610494,,,0
"GDP per capita, PPP (constant 2021 international $)",Romania,ROU,2000,14852.8644783399,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2023,39753.45703125,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2022,38263.6171875,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2021,38938.49609375,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2020,36746.375,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2019,37698.953125,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2018,36908.3671875,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2017,35932.234375,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2016,35361.546875,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2015,35393.5703125,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2014,36217.96484375,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2013,36628.921875,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2012,36104.2734375,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2011,34795.03515625,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2010,33399.92578125,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2009,31976.005859375,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2008,34691.57421875,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2007,32962.30078125,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2006,30328.078125,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2005,27937.998046875,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2004,26157.556640625,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2003,24302.658203125,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2002,22546.7265625,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2001,21435.765625,,,0
"GDP per capita, PPP (constant 2021 international $)",Russian Federation,RUS,2000,20309.267578125,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2023,127543.55475211,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2022,132468.930252646,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2021,131864.092335522,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2020,115304.149458638,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2019,119572.277084107,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2018,119343.145527918,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2017,115831.111509588,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2016,110927.693046369,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2015,108483.21006419,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2014,106604.492771282,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2013,103908.358532594,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2012,100750.847964939,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2011,98867.9452829021,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2010,95043.9638819189,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2009,84477.1245525634,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2008,86952.4628748601,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2007,90027.3400989592,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2006,86090.4362678176,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2005,81487.7295599192,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2004,77702.0149214372,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2003,71567.1333309928,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2002,67451.7181466549,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2001,65500.313408,,,0
"GDP per capita, PPP (constant 2021 international $)",Singapore,SGP,2000,68019.5295652496,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2023,25741.7599829915,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2022,24634.5604407142,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2021,23406.4134532297,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2020,21479.1769419516,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2019,21541.2247736825,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2018,20454.3192908782,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2017,19439.0804833084,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2016,18889.4696252298,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2015,18247.8941506583,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2014,17922.5193188333,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2013,18163.2893745073,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2012,17993.8985767083,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2011,17986.6678468693,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2010,17841.5144029018,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2009,17488.2042470427,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2008,17983.3649630018,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2007,17028.1661069835,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2006,15727.4765021715,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2005,15077.629134246,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2004,14194.4312557307,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2003,13273.7519821659,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2002,12661.9987310673,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2001,11879.2316111462,,,0
"GDP per capita, PPP (constant 2021 international $)",Serbia,SRB,2000,11106.0008348458,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2023,39207.1817838701,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2022,38638.4364624074,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2021,38356.0501231018,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2020,36201.4322222268,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2019,37194.15485409,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2018,36415.7375868248,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2017,35042.7332945016,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2016,34116.3993342467,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2015,33507.7411975619,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2014,31888.757487154,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2013,31078.1384435037,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2012,30894.2656699665,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2011,30468.7801763767,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2010,29745.8752682127,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2009,27880.3693659117,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2008,29544.0465088299,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2007,28064.2039151309,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2006,25331.835910014,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2005,23257.1408810899,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2004,21842.9235730665,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2003,20721.6816104668,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2002,19748.9021971774,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2001,18906.5729386595,,,0
"GDP per capita, PPP (constant 2021 international $)",Slovak Republic,SVK,2000,18335.6561314857,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2023,21142.6643331162,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2022,20741.5235270511,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2021,20245.2424111271,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2020,19956.5473513659,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2019,21277.08251178,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2018,20879.1601782531,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2017,20093.963199274,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2016,19369.9198558946,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2015,18811.3284521707,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2014,18323.9627436667,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2013,18241.7768708,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2012,17869.0021183963,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2011,16765.7514024823,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2010,16729.774764715,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2009,15665.3459498857,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2008,15891.2171420249,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2007,15742.0953939905,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2006,15050.5253765829,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2005,14457.740966196,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2004,13996.5035765712,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2003,13286.8323292884,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2002,12511.7381306212,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2001,11900.8949342988,,,0
"GDP per capita, PPP (constant 2021 international $)",Thailand,THA,2000,11622.1116671016,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2023,4472.3241378777,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2022,4213.75618362687,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2021,3985.91247611219,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2020,3724.7489591466,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2019,3649.88375518646,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2018,3479.69235966041,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2017,3312.71202243506,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2016,3169.9667820524,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2015,3041.44479553257,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2014,2943.08867917317,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2013,2828.38542075147,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2012,2700.09546037358,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2011,2572.48074895498,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2010,2449.27358745359,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2009,2349.50030269416,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2008,2308.09430040334,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2007,2181.89798056536,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2006,2063.288508243,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2005,1965.30020458256,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2004,1878.28696227255,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2003,1736.64039749855,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2002,1594.93890470219,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2001,1467.39882474638,,,0
"GDP per capita, PPP (constant 2021 international $)",Tajikistan,TJK,2000,1365.23327447129,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2023,12552.9866903456,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2022,12632.0392214109,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2021,12375.3429338664,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2020,11889.2918309025,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2019,13175.7787786723,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2018,13090.6199760753,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2017,12881.7170725617,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2016,12732.897042548,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2015,12731.7906334553,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2014,12752.9007303641,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2013,12518.2014392516,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2012,12367.4427221416,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2011,12001.7991352202,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2010,12389.1966609297,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2009,12161.9677634948,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2008,11923.7170830843,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2007,11549.5318189658,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2006,10923.0222817292,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2005,10470.7813980127,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2004,10206.8982909609,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2003,9697.95472162193,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2002,9355.39695185479,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2001,9328.5530261711,,,0
"GDP per capita, PPP (constant 2021 international $)",Tunisia,TUN,2000,9083.76967144518,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2023,34282.5365042547,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2022,32748.3189010181,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2021,31338.2665190246,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2020,28378.5520849539,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2019,28132.0535745359,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2018,28305.4612484943,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2017,27851.9820029666,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2016,26246.4947118354,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2015,25746.4324494749,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2014,24595.6990587674,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2013,23756.2730417486,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2012,22181.1207770887,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2011,21439.0690551907,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2010,19564.7888953107,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2009,18320.4489220562,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2008,19516.3851753358,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2007,19605.1679020557,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2006,18693.9010385269,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2005,17659.8983161707,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2004,16376.9647430877,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2003,15083.1352817439,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2002,14427.7608625445,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2001,13718.2779131299,,,0
"GDP per capita, PPP (constant 2021 international $)",Turkiye,TUR,2000,14737.4417410446,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2023,15885.2255859375,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2022,13787.12109375,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2021,17846.408203125,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2020,17092.5390625,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2019,17636.5546875,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2018,16978.984375,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2017,16310.3603515625,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2016,15856.8125,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2015,15403.7099609375,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2014,16978.8125,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2013,17889.091796875,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2012,17848.740234375,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2011,17783.95703125,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2010,16811.794921875,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2009,16092.7958984375,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2008,18883.986328125,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2007,18374.013671875,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2006,16901.5078125,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2005,15610.5732421875,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2004,15021.06640625,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2003,13342.8798828125,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2002,12092.7890625,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2001,11379.3857421875,,,0
"GDP per capita, PPP (constant 2021 international $)",Ukraine,UKR,2000,10364.0625,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2023,31019.3113912098,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2022,30879.9288178994,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2021,29441.4774869654,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2020,27871.6004788618,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2019,30108.0750507886,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2018,29854.6188930912,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2017,29859.1279426465,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2016,29427.8652876993,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2015,29035.6573446657,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2014,29029.1041532938,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2013,28210.840212654,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2012,27040.849131823,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2011,26184.1151409099,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2010,24960.666663225,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2009,23213.2549631487,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2008,22321.6691344208,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2007,20871.4825726383,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2006,19623.6301498778,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2005,18872.4353515664,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2004,17576.2980192753,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2003,16748.6771824629,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2002,16626.6312064146,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2001,18045.3380747251,,,0
"GDP per capita, PPP (constant 2021 international $)",Uruguay,URY,2000,18812.9810312217,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2023,74577.5065396723,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2022,72841.9243127082,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2021,71318.3073592183,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2020,67352.3871392801,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2019,69511.7634409067,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2018,68070.213421811,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2017,66458.0233734963,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2016,65275.5718178599,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2015,64575.4081869043,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2014,63191.2477805927,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2013,62089.3482369609,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2012,61224.405542414,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2011,60294.978803066,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2010,59799.2868624573,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2009,58714.9736881612,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2008,60798.4338395386,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2007,61306.5969389997,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2006,60676.565569186,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2005,59604.7536359083,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2004,58131.6336824976,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2003,56498.2078306327,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2002,55436.116979089,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2001,55017.3049779076,,,0
"GDP per capita, PPP (constant 2021 international $)",United States,USA,2000,55038.6224962336,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2023,10007.6855026198,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2022,9607.56167273728,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2021,9247.6438270393,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2020,8727.41104939381,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2019,8755.12593985156,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2018,8348.96057873435,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2017,8047.05375469459,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2016,7839.97820100497,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2015,7529.7636427451,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2014,7145.10980664116,,,0
