indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2014,18633.0389279345,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2013,17869.9325763979,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2012,17278.9619586798,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2011,17473.7157175589,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2010,16668.6571186743,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2009,16162.9169308656,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2008,18232.2654541669,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2007,17332.7279638206,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2006,16728.0584966439,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2005,13861.1846060231,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2004,15873.3495486242,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2003,15249.8719915611,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2002,13630.5936054449,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2001,12921.8649373635,,,0
"GDP per capita, PPP (constant 2021 international $)",Maldives,MDV,2000,13678.8583084467,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2023,21880.3277706628,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2022,21387.5987937272,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2021,20782.5877456479,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2020,19728.4817895873,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2019,21704.1859516705,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2018,21997.773022688,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2017,21777.5225152779,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2016,21578.2633594516,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2015,21408.92832416,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2014,21069.76616886,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2013,20805.3480450888,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2012,20898.9357234443,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2011,20457.6001702948,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2010,20058.3854897332,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2009,19385.5437266404,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2008,20992.5602657556,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2007,21102.2688354162,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2006,20965.8256113323,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2005,20277.2552856489,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2004,20127.2242885478,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2003,19701.4633913477,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2002,19744.7933690405,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2001,20078.2183946353,,,0
"GDP per capita, PPP (constant 2021 international $)",Mexico,MEX,2000,20470.4937684497,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2023,5364.13797034407,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2022,5350.4766689956,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2021,5178.44718217164,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2020,5926.83450206641,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2019,6562.98898478581,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2018,6201.26341429761,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2017,5877.87465558136,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2016,5580.98977273194,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2015,5313.88615901501,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2014,5006.50667149837,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2013,4666.9537614136,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2012,4340.99945069145,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2011,4078.61220919938,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2010,3893.79030665848,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2009,3578.17424704491,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2008,3254.73897888079,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2007,2968.3033151234,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2006,2669.32700379981,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2005,2377.9025816296,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2004,2110.23728495817,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2003,1874.17128269376,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2002,1661.73588517121,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2001,1498.31163236515,,,0
"GDP per capita, PPP (constant 2021 international $)",Myanmar,MMR,2000,1359.93038778027,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2023,16222.8638898529,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2022,15310.4349469163,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2021,14792.2509086422,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2020,14801.3420829185,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2019,15790.6961126441,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2018,15230.2408828847,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2017,14401.5375067562,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2016,13898.1456953585,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2015,13974.5967260365,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2014,13943.4277148653,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2013,13210.0945665668,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2012,12078.9185320062,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2011,10960.0959283864,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2010,9507.118823625,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2009,9095.9769892529,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2008,9379.85489687765,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2007,8750.13407442299,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2006,8043.99678108557,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2005,7499.84803935428,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2004,7070.667158451,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2003,6463.78966651762,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2002,6117.9824222592,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2001,5917.07088396343,,,0
"GDP per capita, PPP (constant 2021 international $)",Mongolia,MNG,2000,5818.24307842901,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2023,32812.2997525336,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2022,32079.1515157489,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2021,29822.8491831618,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2020,29200.452632127,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2019,31300.5086554849,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2018,30459.9655338061,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2017,29551.5457597197,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2016,28425.3707609412,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2015,27699.6278860387,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2014,26818.4317281659,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2013,25736.3525554142,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2012,25006.3587781537,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2011,24115.8181203958,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2010,23307.9698543785,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2009,22106.6417311801,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2008,22898.0027575442,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2007,22305.118263117,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2006,21444.4857715028,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2005,20767.5857243346,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2004,20168.5062099425,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2003,19329.0062757538,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2002,18708.8694877279,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2001,18186.4411330146,,,0
"GDP per capita, PPP (constant 2021 international $)",Malaysia,MYS,2000,18532.9096706227,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2023,5593.05661448231,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2022,5552.83764994957,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2021,5491.70034068297,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2020,5410.69355517726,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2019,5628.17765244652,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2018,5628.74079442015,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2017,5651.73413165037,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2016,5744.55787877157,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2015,5985.09435248731,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2014,5980.191816483,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2013,5775.86634650721,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2012,5563.64167560671,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2011,5488.00481519556,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2010,5359.51848370873,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2009,5102.91640379355,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2008,4856.81280081835,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2007,4677.54184720889,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2006,4511.63952365517,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2005,4372.97561105085,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2004,4223.7979478186,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2003,3974.76787469397,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2002,3806.21589634462,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2001,3392.03528516309,,,0
"GDP per capita, PPP (constant 2021 international $)",Nigeria,NGA,2000,3290.70566119181,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2023,7486.94276222499,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2022,7258.68171711412,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2021,7086.62239515406,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2020,6501.68749935445,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2019,6701.19426432436,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2018,6991.24166096136,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2017,7330.63106959886,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2016,7100.00689756578,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2015,6882.09772141227,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2014,6657.19591845423,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2013,6440.85212801377,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2012,6224.34038404832,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2011,5927.26980013608,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2010,5654.3577976358,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2009,5492.95489745824,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2008,5761.38700942122,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2007,5650.46905997767,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2006,5455.30615507295,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2005,5313.02210348324,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2004,5161.69701514993,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2003,4959.59802437184,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2002,4895.00579876681,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2001,4917.66077309625,,,0
"GDP per capita, PPP (constant 2021 international $)",Nicaragua,NIC,2000,4838.23762688228,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2023,70673.9689450138,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2022,71324.0360613187,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2021,68573.5648786446,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2020,64862.192212119,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2019,67847.8542922542,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2018,66758.2640039803,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2017,65666.0036343403,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2016,64267.7363924503,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2015,63081.3941468901,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2014,62045.8564005806,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2013,61281.2887907524,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2012,61480.8125177766,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2011,62318.1416200592,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2010,61518.5539798177,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2009,61029.7299109958,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2008,63678.4032793663,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2007,62601.620613428,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2006,60391.5442701666,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2005,58422.0134559296,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2004,57391.3645213479,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2003,56452.8674516292,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2002,56664.4134740418,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2001,56887.4331963774,,,0
"GDP per capita, PPP (constant 2021 international $)",Netherlands,NLD,2000,56016.8726843978,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2023,48562.7047163743,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2022,49206.8705317548,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2021,47933.5886168028,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2020,46039.226643804,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2019,47266.4050587493,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2018,46916.3573367542,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2017,46149.3196978527,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2016,45575.0743804125,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2015,44926.3092731658,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2014,44199.957416181,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2013,43314.10534401,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2012,42475.7823540074,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2011,41753.3552842385,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2010,41150.6070634786,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2009,41018.0855140419,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2008,41451.7466359923,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2007,42329.7372515149,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2006,41461.7232910271,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2005,40835.1853127496,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2004,39958.8177131225,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2003,38964.1718619084,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2002,37946.3216048614,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2001,36873.1328866516,,,0
"GDP per capita, PPP (constant 2021 international $)",New Zealand,NZL,2000,35867.4548551381,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2023,5439.18762006677,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2022,5526.27928310213,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2021,5367.27364714762,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2020,5135.01459288839,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2019,5295.95295138203,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2018,5255.06350681272,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2017,5031.56060738433,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2016,4886.61212115378,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2015,4645.28631071145,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2014,4520.23463399286,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2013,4407.14705841377,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2012,4292.02110293486,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2011,4246.06710882497,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2010,4228.7817715945,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2009,4270.43882264229,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2008,4233.34830715497,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2007,4257.92556870432,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2006,4185.86655659206,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2005,4042.15457513378,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2004,3859.64601808903,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2003,3668.77938852508,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2002,3563.67846926558,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2001,3559.72784658715,,,0
"GDP per capita, PPP (constant 2021 international $)",Pakistan,PAK,2000,3531.71291531612,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2023,15294.2567811201,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2022,15548.9316184939,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2021,15282.2736372636,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2020,13612.0219422652,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2019,15466.2951511415,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2018,15388.9983222118,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2017,15072.2038993295,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2016,14920.1036750938,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2015,14545.381144645,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2014,14247.1010019489,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2013,14054.6383550251,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2012,13397.7832424936,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2011,12728.8648230529,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2010,12061.1640561503,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2009,11206.3708203437,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2008,11153.5150617806,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2007,10288.1853918369,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2006,9549.6124361264,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2005,8951.54717191217,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2004,8497.49834914444,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2003,8175.83414954999,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2002,7932.9912641787,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2001,7613.02086333477,,,0
"GDP per capita, PPP (constant 2021 international $)",Peru,PER,2000,7670.46011952872,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2023,9901.05652395692,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2022,9457.10395402883,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2021,8857.78995115514,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2020,8455.18457114822,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2019,9452.29397140303,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2018,9016.28659627736,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2017,8584.13622704702,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2016,8131.82537948653,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2015,7691.76308664523,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2014,7340.36158580785,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2013,7016.53846475729,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2012,6697.5562095198,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2011,6388.31296965477,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2010,6273.0392775956,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2009,5965.30730902221,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2008,5987.03757861835,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2007,5840.06810169965,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2006,5578.57225112139,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2005,5386.81653712891,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2004,5229.45080700165,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2003,5003.38317718716,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2002,4856.49948429567,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2001,4778.4008437474,,,0
"GDP per capita, PPP (constant 2021 international $)",Philippines,PHL,2000,4740.43890934512,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2023,42994.7856404917,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2022,42562.3765666695,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2021,40559.6985749875,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2020,40171.7906591883,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2019,43078.0104179099,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2018,42372.6584312506,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2017,42547.1707290019,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2016,42764.5622650312,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2015,42481.875791841,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2014,42183.695734612,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2013,42000.3333927016,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2012,41649.5777181317,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2011,41136.6166996425,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2010,40809.9036055753,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2009,40772.3514251996,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2008,41358.068896155,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2007,41888.6232673375,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2006,42133.9682852719,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2005,42555.7081154719,,,0
"GDP per capita, PPP (constant 2021 international $)",Puerto Rico,PRI,2004,43355.8226398649,,,0
